Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Seats;Price_in_Euro;Brand;Model;Engine_numeric;Power_numeric;is_Sold_new
Coimbatore;2018;29161;Diesel;1;First;19.27;5;43350.99999999999;Mercedes-Benz;New C-Class C 220d Avantgarde Edition C;2143.0;167.62;0
Kolkata;2013;32000;Petrol;0;First;22.5;5;2915.0;Maruti;Wagon R VXI;998.0;67.04;1
Coimbatore;2015;46173;Diesel;0;Second;19.01;5;9812.0;Nissan;Terrano XV Premium 110 PS Anniversary Edition;1461.0;108.5;0
Delhi;2013;47000;Diesel;0;First;17.8;5;4509.999999999999;Maruti;Swift VDI BSIV;1248.0;98.6;0
Kochi;2017;26327;Petrol;1;First;16.82;4;39237.0;Mini_Cooper;Convertible S;1998.0;189.08;1
Bangalore;2015;70436;Diesel;0;First;0.0;5;3960.0;Ford;Figo Diesel;1498.0;98.6;0
Jaipur;2007;200000;Diesel;0;Second;17.2;5;935.0;Tata;Indica V2 DLS BSII;1396.0;53.5;0
Kochi;2016;60813;Petrol;0;Second;18.6;5;3652.0;Chevrolet;Beat LT;1199.0;76.8;0
Mumbai;2012;45000;Diesel;0;First;22.07;5;3960.0;Volkswagen;Polo Diesel Comfortline 1.2L;1199.0;73.9;0
Hyderabad;2016;64000;Diesel;0;First;22.9;5;7480.0;Maruti;Swift ZDi;1248.0;98.6;0
Kolkata;2012;41284;Diesel;0;First;20.0;5;2750.0;Ford;Figo Diesel EXI;1399.0;68.05;0
Kochi;2019;14165;Diesel;1;First;11.36;7;21604.0;Toyota;Innova Crysta 2.8 GX AT;2755.0;171.5;1
Mumbai;2011;67000;Diesel;1;Second;11.72;7;7700.0;Hyundai;Santa Fe 4x4 AT;2199.0;194.3;0
Kolkata;2011;32572;Petrol;0;First;17.4;5;4257.0;Honda;City i-VTEC V;1497.0;117.3;1
Kochi;2018;14960;Petrol;0;First;18.6;5;6897.0;Hyundai;i20 1.2 Magna Executive;1197.0;81.83;0
Kochi;2015;55980;Diesel;1;First;19.27;5;19932.0;Mercedes-Benz;New C-Class C 220d Avantgarde Edition C;2143.0;167.62;0
Mumbai;2013;74000;Diesel;0;First;25.44;5;2915.0;Chevrolet;Beat Diesel LT;936.0;57.6;0
Kochi;2015;56847;Diesel;0;First;22.54;5;7919.999999999999;Hyundai;i20 Sportz 1.4 CRDi;1396.0;88.73;0
Coimbatore;2015;121374;Diesel;0;First;12.99;7;15729.999999999998;Toyota;Innova 2.5 Z Diesel 7 Seater;2494.0;100.6;0
Chennai;2013;52000;Diesel;0;First;20.77;7;7590.0;Maruti;Ertiga VDI;1248.0;88.76;0
Mumbai;2014;118000;Diesel;0;First;12.8;7;11825.0;Toyota;Innova 2.5 V Diesel 7-seater;2494.0;102.0;0
Mumbai;2007;72000;Petrol;0;Third;17.0;5;1045.0;Hyundai;Santro Xing XO eRLX Euro II;1086.0;98.6;0
Kochi;2016;33915;Petrol;0;First;17.8;5;8899.0;Honda;City i VTEC V;1497.0;117.3;0
Ahmedabad;2014;82002;Diesel;1;First;17.05;5;20350.0;BMW;X1 sDrive20d;1995.0;184.0;0
Mumbai;2017;33000;Diesel;0;First;24.0;5;5225.0;Hyundai;Grand i10 CRDi Era;1120.0;98.6;0
Chennai;2016;34000;Diesel;0;First;28.09;5;9294.999999999998;Maruti;Ciaz 1.3 Alpha;1248.0;88.5;0
Kolkata;2012;55000;Diesel;0;First;20.5;5;3850.0;Skoda;Rapid Leisure 1.6 TDI MT;1598.0;103.6;0
Kochi;2006;160538;Diesel;0;First;13.1;5;1980.0;Hyundai;Accent CRDi;1493.0;98.6;0
Jaipur;2014;60000;Diesel;0;Second;19.91;5;4070.0;Volkswagen;Polo GT 1.5 TDI;1498.0;103.6;0
Coimbatore;2017;49575;Petrol;0;First;18.7;5;7886.999999999999;Honda;Jazz 1.2 VX i VTEC;1199.0;88.7;0
Jaipur;2010;83000;Petrol;0;First;19.81;5;1925.0;Hyundai;i10 Era;1086.0;68.05;0
Kochi;2018;51346;Diesel;1;First;16.38;5;24189.0;Hyundai;Tucson 2.0 e-VGT 2WD AT GLS;1995.0;183.0;0
Pune;2017;43000;Diesel;0;First;13.68;7;20515.0;Toyota;Innova Crysta 2.4 ZX MT;2393.0;147.8;1
Jaipur;2011;35000;Petrol;0;Third;19.7;5;2035.0;Maruti;Omni MPI CARGO BSIII W/ IMMOBILISER;796.0;98.6;0
Coimbatore;2017;27872;Petrol;0;Second;20.4;5;6545.0;Maruti;Swift VXI BSIV;1197.0;81.8;0
Mumbai;2014;16514;Petrol;0;First;18.9;5;4125.0;Hyundai;Grand i10 Magna;1197.0;98.6;0
Pune;2012;120000;Diesel;0;First;22.9;5;4125.0;Maruti;Swift VDI;1248.0;98.6;0
Hyderabad;2008;143275;Diesel;0;First;22.0;5;2860.0;Hyundai;Verna CRDi 1.6 SX;1582.0;126.2;1
Hyderabad;2006;99000;Petrol;0;First;0.0;5;1925.0;Hyundai;Santro Xing XL;1086.0;98.6;0
Mumbai;2010;52000;Petrol;0;First;17.0;5;3080.0;Hyundai;i20 1.2 Sportz;1197.0;98.6;0
Coimbatore;2017;29819;Diesel;1;First;11.57;5;67419.0;Mercedes-Benz;GLE 350d;2987.0;254.79;1
Bangalore;2014;57000;Diesel;0;Second;15.8;5;19800.0;Mercedes-Benz;New C-Class C 220 CDI CLASSIC;2148.0;170.0;0
Hyderabad;2014;88500;Diesel;0;First;23.2;5;4784.999999999999;Maruti;Ritz ZDi;1248.0;73.94;0
Bangalore;2016;28000;Diesel;0;First;19.67;5;15125.0;Hyundai;Creta 1.6 CRDi SX;1582.0;126.2;0
Pune;2010;67000;Petrol;0;First;19.0;5;2200.0;Maruti;A-Star Vxi;998.0;66.1;0
Delhi;2016;26000;Diesel;0;First;19.64;5;11000.0;Renault;Duster 110PS Diesel RXZ Option;1461.0;108.45;0
Delhi;2010;120000;Diesel;0;First;17.8;5;1815.0;Fiat;Grande Punto 1.3 Emotion Pack (Diesel);1248.0;98.6;0
Coimbatore;2017;51982;Diesel;1;First;16.55;5;50347.0;BMW;X3 xDrive30d M Sport;2993.0;258.0;0
Bangalore;2010;36000;Petrol;0;Second;20.36;5;3575.0;Hyundai;i10 Sportz;1197.0;78.9;0
Pune;2016;47000;Diesel;0;First;12.8;7;14080.0;Toyota;Innova 2.5 G4 Diesel 7-seater;2494.0;102.0;0
Mumbai;2002;60000;Petrol;0;Third;17.3;5;605.0;Maruti;Zen VXI BSII;993.0;98.6;0
Hyderabad;2018;31025;Diesel;0;First;28.4;5;7864.999999999999;Maruti;Swift VDI;1248.0;98.6;0
Pune;2013;105000;Diesel;0;Second;12.05;8;7700.0;Mahindra;Scorpio VLX 2.2 mHawk Airbag BSIV;2179.0;120.0;0
Pune;2017;121900;Diesel;0;First;22.95;5;4125.0;Tata;Zest Quadrajet 1.3 75PS XE;1248.0;98.6;1
Mumbai;2017;22695;Petrol;0;First;18.88;5;9350.0;Ford;EcoSport 1.0 Ecoboost Titanium Plus;999.0;123.24;0
Jaipur;2012;73000;Diesel;0;First;23.4;5;4784.999999999999;Maruti;Swift Dzire ZDI;1248.0;98.6;0
Kochi;2016;32227;Petrol;0;First;22.74;5;3586.0;Maruti;Alto 800 LXI;796.0;47.3;0
Jaipur;2011;55000;Petrol;0;First;17.0;5;4631.0;Honda;City 1.5 S MT;1497.0;118.0;0
Kochi;2018;11287;Diesel;1;First;12.07;7;77396.0;Audi;Q7 3.0 TDI Quattro Technology;2967.0;241.4;0
Mumbai;2009;48000;Diesel;1;Second;17.0;5;3245.0;Skoda;Laura 1.9 TDI AT Ambiente;1896.0;105.0;0
Kochi;2012;54308;Petrol;0;First;17.1;5;4708.0;Hyundai;Verna 1.6 SX VTVT (O);1591.0;121.3;0
Jaipur;2009;78442;Petrol;1;First;16.8;5;3927.0;Honda;City 1.5 V AT;1497.0;118.0;0
Kolkata;2013;46000;Diesel;0;First;21.9;5;3421.0;Hyundai;i20 Magna Optional 1.4 CRDi;1396.0;88.8;0
Coimbatore;2014;45051;Petrol;1;First;15.0;5;6556.0;Hyundai;i20 Sportz AT 1.4;1396.0;98.6;0
Hyderabad;2011;69000;Diesel;0;First;20.54;5;5170.0;Volkswagen;Vento Diesel Highline;1598.0;103.6;0
Ahmedabad;2014;49000;Petrol;0;First;17.4;5;7590.0;Honda;City i VTEC VX;1497.0;117.3;0
Pune;2018;45000;Diesel;0;First;22.95;5;5775.0;Tata;Zest Quadrajet 1.3 75PS XE;1248.0;98.6;1
Pune;2015;64000;Diesel;1;First;18.48;5;30800.0;BMW;5 Series 2003-2012 520d;1995.0;177.0;0
Delhi;2009;60000;Petrol;0;First;18.9;5;1485.0;Maruti;Wagon R LXI Minor;1061.0;98.6;0
Delhi;2015;62178;Petrol;0;First;18.2;5;5334.999999999999;Honda;Jazz VX;1199.0;88.7;1
Coimbatore;2012;58006;Diesel;0;First;15.0;5;7370.0;Volkswagen;Jetta 2007-2011 2.0 TDI Comfortline;1896.0;105.0;0
Hyderabad;2010;74000;Petrol;0;First;20.36;5;3410.0;Hyundai;i10 Magna 1.2;1197.0;78.9;0
Kochi;2015;77771;Diesel;1;First;19.27;5;20504.0;Mercedes-Benz;New C-Class C 220 CDI Avantgarde;2143.0;170.0;0
Pune;2012;45275;Petrol;0;First;20.36;5;3080.0;Hyundai;i10 Magna 1.2 iTech SE;1197.0;78.9;0
Chennai;2016;48000;Diesel;0;First;13.68;7;22275.0;Toyota;Innova Crysta 2.4 ZX MT;2393.0;147.8;1
Kochi;2015;31652;Diesel;1;First;17.68;5;29458.0;Audi;A6 2011-2015 2.0 TDI Technology;1968.0;174.33;0
Hyderabad;2010;109000;Diesel;0;Second;12.99;7;9086.0;Toyota;Innova 2.5 VX (Diesel) 7 Seater;2494.0;100.6;0
Mumbai;2015;31978;Petrol;0;First;16.47;5;4279.0;Volkswagen;Polo Petrol Trendline 1.2L;1198.0;73.9;0
Hyderabad;2011;70000;Petrol;0;First;20.92;5;2310.0;Maruti;Alto K10 LXI;998.0;67.1;0
Mumbai;2017;15000;Petrol;1;First;18.0;5;13959.0;Honda;City i-VTEC CVT ZX;1497.0;117.3;1
Coimbatore;2013;59138;Diesel;0;First;17.0;5;2838.0;Tata;Indigo LX;1405.0;98.6;0
Kochi;2014;61726;Diesel;1;First;17.68;5;22847.0;Audi;A6 2011-2015 2.0 TDI Premium Plus;1968.0;174.33;0
Delhi;2015;48000;Diesel;1;First;17.9;5;22286.0;Mercedes-Benz;GLA Class 200 CDI SPORT;2143.0;136.0;0
Chennai;2006;58000;Petrol;0;Second;0.0;5;1650.0;Hyundai;Santro Xing XL;1086.0;98.6;0
Kolkata;2011;60020;Diesel;0;First;17.8;5;2750.0;Maruti;Swift VDI BSIV;1248.0;98.6;0
Hyderabad;2014;77815;Petrol;1;First;23.1;5;4675.0;Maruti;Celerio VXI AT;998.0;67.04;0
Hyderabad;2017;29000;Diesel;1;First;17.9;5;62699.99999999999;Mercedes-Benz;GLE 250d;2143.0;201.15;1
Delhi;2017;44000;Diesel;1;First;12.7;5;48400.0;Land_Rover;Range Rover HSE Dynamic;2179.0;187.7;0
Hyderabad;2011;108626;Diesel;0;First;20.54;5;4015.0;Volkswagen;Vento Diesel Trendline;1598.0;103.6;0
Hyderabad;2012;71791;Petrol;0;First;14.0;5;2254.9999999999995;Maruti;Omni 8 Seater BSIV;796.0;98.6;0
Kochi;2012;91931;Petrol;0;First;18.5;5;3443.0;Honda;Brio 1.2 VX MT;1198.0;86.8;1
Hyderabad;2000;158000;Diesel;0;Second;14.07;7;1650.0;Tata;Sumo Delux;2956.0;83.1;0
Pune;2012;91183;Diesel;0;First;18.0;5;3135.0;Tata;Indica Vista Aura 1.3 Quadrajet;1248.0;98.6;0
Delhi;2012;65000;Petrol;0;First;18.9;5;2915.0;Maruti;Wagon R LXI BS IV;998.0;67.1;0
Hyderabad;2015;88428;Diesel;0;First;16.0;7;11660.0;Mahindra;XUV500 W8 4WD;2179.0;140.0;0
Pune;2008;138000;Diesel;0;Second;17.1;5;1375.0;Tata;Indigo LS Dicor;1396.0;98.6;0
Mumbai;2018;18000;Petrol;0;First;16.02;7;9075.0;Maruti;Ertiga Paseo VXI;1373.0;93.7;0
Mumbai;2011;60000;Petrol;1;First;11.7;5;4895.0;Honda;Accord 2.4 A/T;2354.0;177.6;0
Kolkata;2012;48000;Diesel;0;First;19.3;5;4070.0;Maruti;Swift Dzire VDi;1248.0;73.9;0
Hyderabad;2009;160000;Diesel;0;First;17.8;5;3080.0;Ford;Fiesta EXi 1.4 TDCi Ltd;1399.0;98.6;0
Kolkata;2008;40000;Petrol;0;First;17.7;5;1980.0;Honda;City ZX GXi;1497.0;98.6;0
Kochi;2014;51495;Diesel;1;First;17.68;5;24145.0;Audi;A6 2011-2015 2.0 TDI Premium Plus;1968.0;174.33;0
Mumbai;2011;30000;Diesel;1;First;9.52;4;53900.0;BMW;6 Series 640d Gran Coupe;2993.0;313.0;0
Coimbatore;2017;97430;Diesel;1;First;14.75;7;68937.0;Audi;Q7 45 TDI Quattro Technology;2967.0;245.0;1
Pune;2008;42496;CNG;0;First;36.82;5;1540.0;Maruti;Zen Estilo LXI Green (CNG);998.0;67.1;0
Pune;2012;83000;Diesel;0;First;23.0;5;6050.0;Hyundai;i20 1.4 CRDi Asta;1396.0;98.6;0
Bangalore;2009;37000;Petrol;1;Third;16.95;5;3245.0;Hyundai;i10 Sportz AT;1197.0;78.9;0
Kochi;2016;28503;Petrol;1;First;19.0;5;7546.0;Honda;Jazz 1.2 V CVT i VTEC;1199.0;88.7;0
Hyderabad;2015;76496;Diesel;0;First;25.2;5;6765.0;Maruti;Swift VDI BSIV;1248.0;98.6;0
Pune;2011;79152;Petrol;0;Second;18.5;5;3630.0;Hyundai;i20 Asta 1.2;1197.0;82.85;0
Kolkata;2011;32000;Petrol;0;First;16.47;5;2804.9999999999995;Volkswagen;Polo Petrol Comfortline 1.2L;1198.0;73.9;0
Ahmedabad;2009;35000;Petrol;0;First;19.7;5;1650.0;Maruti;Alto LXi;796.0;46.3;0
Chennai;2004;105000;Petrol;1;Second;11.3;5;2750.0;Toyota;Corolla H4;1794.0;125.0;0
Chennai;2006;56000;Petrol;0;Second;19.7;5;1540.0;Maruti;Alto LXi;796.0;46.3;0
Pune;2012;73000;Diesel;0;First;21.12;5;3740.0;Tata;Manza ELAN Quadrajet BS IV;1248.0;88.8;0
Pune;2012;38000;Petrol;0;First;19.7;5;2475.0;Maruti;Alto LXi;796.0;46.3;0
Kolkata;2013;775000;Diesel;1;First;19.3;5;8250.0;Skoda;Octavia Ambition Plus 2.0 TDI AT;1968.0;141.0;0
Kolkata;2008;80000;Petrol;1;First;11.3;5;3080.0;Toyota;Corolla H4;1794.0;125.0;0
Coimbatore;2016;24973;Petrol;0;First;18.6;5;8426.0;Hyundai;i20 Asta Option 1.2;1197.0;81.83;0
Chennai;2016;45000;Diesel;0;First;24.3;5;7864.999999999999;Maruti;Vitara Brezza LDi;1248.0;88.5;1
Delhi;2010;87430;Petrol;0;First;17.0;5;3850.0;Honda;City 1.5 V MT;1497.0;118.0;0
Hyderabad;2014;133944;Diesel;0;Second;18.0;5;3850.0;Tata;Indica Vista Aqua 1.3 Quadrajet;1248.0;98.6;0
Kolkata;2013;57000;Diesel;0;First;25.8;5;3795.0;Honda;Amaze S i-Dtech;1498.0;98.6;0
Coimbatore;2016;27904;Petrol;0;First;21.1;5;3905.0;Hyundai;EON D Lite Plus;814.0;55.2;0
Kochi;2015;30717;Diesel;1;Second;21.76;5;28589.0;BMW;3 Series Luxury Line;1995.0;190.0;1
Bangalore;2012;80000;Diesel;0;First;22.32;5;5775.0;Hyundai;Verna 1.6 SX;1582.0;126.32;0
Ahmedabad;2013;47304;Diesel;0;First;21.02;5;3190.0;Tata;Manza Club Class Quadrajet90 LS;1248.0;88.8;0
Jaipur;2005;100000;Petrol;1;First;14.45;5;2254.9999999999995;Skoda;Octavia RS;1984.0;227.0;1
Pune;2017;30000;Petrol;0;First;24.07;5;4125.0;Maruti;Alto K10 VXI;998.0;67.1;1
Mumbai;2014;68000;Diesel;0;First;22.7;5;7425.0;Ford;Ecosport 1.5 DV5 MT Titanium Optional;1498.0;89.84;0
Kolkata;2011;21000;Petrol;0;Second;18.0;5;1045.0;Chevrolet;Spark 1.0 LS;995.0;98.6;0
Hyderabad;2017;21000;Diesel;1;First;19.33;5;57200.0;Jaguar;XF 2.0 Diesel Portfolio;1999.0;177.0;1
Jaipur;2007;119000;Petrol;0;Third;13.1;5;4301.0;Honda;CR-V RVi MT;1997.0;141.1;0
Kochi;2019;13747;Petrol;1;First;14.67;5;30030.0;Skoda;Superb L&K 1.8 TSI AT;1798.0;177.46;1
Chennai;2009;620000;Petrol;0;First;20.36;5;2970.0;Hyundai;i10 Magna 1.2;1197.0;78.9;0
Delhi;2013;70000;Diesel;0;First;22.9;5;3850.0;Maruti;Swift LDI;1248.0;98.6;0
Mumbai;2016;18000;Petrol;1;First;18.5;5;6820.0;Maruti;Swift Dzire VXi AT;1197.0;83.14;0
Chennai;2011;83000;Diesel;0;First;23.08;5;3025.0;Nissan;Micra Diesel XV;1461.0;63.1;0
Mumbai;2015;130000;Diesel;0;First;23.4;5;3575.0;Maruti;Swift Dzire Tour LDI;1248.0;98.6;0
Pune;2012;63400;Diesel;0;First;17.8;5;3575.0;Ford;Fiesta Classic 1.4 Duratorq CLXI;1399.0;98.6;0
Kolkata;2003;65000;Petrol;0;First;17.3;5;715.0;Maruti;Zen LX;993.0;98.6;0
Pune;2017;8350;Petrol;0;First;13.8;5;38500.0;Mini_Cooper;Clubman Cooper S;1998.0;192.0;1
Kolkata;2014;45000;Diesel;0;First;23.59;5;3575.0;Toyota;Etios GD;1364.0;67.05;0
Kolkata;2018;26200;Petrol;0;First;24.7;5;3190.0;Maruti;Alto 800 2016-2019 LXI;796.0;47.3;0
Bangalore;2011;11000;Petrol;0;Third;18.9;5;3190.0;Maruti;Alto VXi;796.0;98.6;0
Bangalore;2009;90000;Diesel;1;Second;11.0;5;19525.0;BMW;X5 3.0d;2993.0;235.0;0
Mumbai;2015;74000;Petrol;1;Second;11.07;5;9075.0;Nissan;Teana XV;2496.0;179.5;0
Coimbatore;2015;37081;Petrol;1;First;18.9;5;6347.0;Hyundai;Grand i10 AT Asta;1197.0;98.6;0
Hyderabad;2017;39000;Diesel;0;First;24.3;5;10439.0;Maruti;Vitara Brezza ZDi Plus;1248.0;88.5;1
Mumbai;2008;99000;Diesel;1;Third;12.07;7;14245.0;Audi;Q7 3.0 TDI Quattro Premium Plus;2967.0;241.4;0
Chennai;2015;38000;Diesel;1;First;17.9;5;22000.0;Mercedes-Benz;GLA Class 200 CDI;2143.0;136.0;0
Chennai;2007;72000;Petrol;0;Third;16.1;4;1100.0;Maruti;800 AC;796.0;98.6;0
Chennai;2015;93000;Diesel;0;Second;20.45;5;7810.0;Renault;Duster 85PS Diesel RxL;1461.0;83.8;0
Mumbai;2017;5900;Diesel;0;First;21.43;5;18150.0;Toyota;Corolla Altis D-4D GL;1364.0;87.2;0
Chennai;2014;25000;Diesel;0;First;15.8;5;28600.0;Mercedes-Benz;New C-Class 220;2148.0;170.0;0
Hyderabad;2010;68000;Diesel;0;Second;21.1;5;3520.0;Maruti;Ritz VDi;1248.0;73.9;0
Kochi;2017;35676;Petrol;1;First;16.0;7;10428.0;Honda;BRV i-VTEC V CVT;1497.0;117.3;1
Kochi;2015;74310;Diesel;0;First;24.4;5;4400.0;Hyundai;Xcent 1.1 CRDi Base;1120.0;98.6;0
Jaipur;2014;59364;Diesel;1;First;14.21;5;29150.0;Mercedes-Benz;E-Class 2009-2013 E250 CDI Avantgarde;2143.0;203.0;0
Kochi;2014;41380;Petrol;1;Second;14.8;5;12947.0;Mercedes-Benz;B Class B180;1595.0;120.7;0
Bangalore;2017;33900;Diesel;1;First;15.0;5;40700.0;Mercedes-Benz;E-Class 2015-2017 E250 Edition E;2143.0;204.0;0
Mumbai;2016;28000;Petrol;0;First;17.8;5;9625.0;Honda;City i VTEC VX Option;1497.0;117.3;0
Hyderabad;2007;50958;Petrol;0;First;17.0;5;2145.0;Hyundai;Santro Xing XL eRLX Euro III;1086.0;98.6;0
Chennai;2011;93982;Petrol;0;First;17.0;5;4125.0;Honda;City 1.5 S MT;1497.0;118.0;0
Pune;2010;95000;Petrol;0;First;16.2;5;2750.0;Hyundai;Verna Transform VTVT;1599.0;103.2;0
Mumbai;2017;9000;Petrol;1;First;13.5;5;37950.0;Jaguar;XE Portfolio;1999.0;246.74;1
Delhi;2015;52516;Petrol;0;First;18.0;5;5115.0;Honda;Amaze S i-Vtech;1198.0;86.7;0
Bangalore;2015;20000;Petrol;1;First;18.86;4;35200.0;Mini_Cooper;Cooper Convertible 1.6;1598.0;122.0;0
Coimbatore;2017;56451;Diesel;1;First;13.5;5;69091.0;Mercedes-Benz;S Class 2005 2013 S 350 CDI;2987.0;282.0;0
Chennai;2014;37000;Petrol;0;First;21.1;5;3575.0;Hyundai;EON Magna Plus;814.0;55.2;0
Kolkata;2014;17400;Petrol;0;First;20.51;5;3410.0;Maruti;Wagon R VXI BS IV;998.0;67.04;0
Coimbatore;2011;90207;Diesel;0;First;21.1;5;4301.0;Maruti;Ritz LDi;1248.0;73.9;0
Chennai;2011;89616;Diesel;1;First;16.07;5;12100.0;BMW;3 Series 320d Sedan;1995.0;181.0;0
Pune;2014;85000;Diesel;0;First;13.49;5;3850.0;Tata;Xenon XT EX 4X2;2179.0;138.03;0
Chennai;2014;79271;Diesel;1;First;20.38;5;18150.0;Audi;A3 35 TDI Attraction;1968.0;143.0;0
Hyderabad;2012;56000;Diesel;1;First;12.7;5;33000.0;Land_Rover;Range Rover 2.2L Dynamic;2179.0;187.7;0
Pune;2010;85001;Diesel;1;Second;12.0;7;30800.0;Mercedes-Benz;GL-Class 2007 2012 350 CDI Luxury;2987.0;224.0;0
Hyderabad;2018;12000;Diesel;1;First;13.5;7;30800.0;Mitsubishi;Pajero Sport 4X2 AT DualTone BlackTop;2477.0;175.56;1
Jaipur;2010;125000;Petrol;0;First;19.7;5;1012.0;Maruti;Alto LX;796.0;46.3;0
Pune;2013;53000;Petrol;0;First;14.0;5;3025.0;Maruti;Wagon R LXI BSIII;1061.0;98.6;0
Coimbatore;2017;34990;Diesel;1;First;12.7;5;59213.0;Land_Rover;Range Rover 2.2L Prestige;2179.0;187.7;0
Pune;2011;49768;Petrol;0;Second;17.01;5;5445.0;Hyundai;Verna 1.6 SX VTVT;1591.0;121.3;0
Hyderabad;2013;56000;Diesel;1;First;16.73;5;36850.0;BMW;5 Series 525d Sedan;2993.0;218.0;0
Bangalore;2013;75000;Diesel;1;First;14.74;5;30745.0;Jaguar;XF Diesel;2993.0;270.9;0
Hyderabad;2010;57000;Petrol;1;First;13.7;5;7974.999999999999;Skoda;Superb Elegance 1.8 TSI AT;1798.0;157.75;0
Kochi;2017;37542;Diesel;1;First;15.73;5;28281.0;Audi;Q3 35 TDI Quattro Premium;1968.0;174.33;0
Coimbatore;2014;95649;Diesel;1;First;12.7;5;32637.0;Land_Rover;Range Rover 2.2L Pure;2179.0;187.7;0
Jaipur;2013;35299;Diesel;1;First;14.84;5;20900.0;Mercedes-Benz;New C-Class 220 CDI AT;2143.0;170.0;0
Kochi;2017;28464;Diesel;0;First;15.4;7;14355.0;Mahindra;Scorpio S10 4WD;2179.0;120.0;0
Mumbai;2015;41000;Diesel;1;First;21.76;5;28050.0;BMW;3 Series Luxury Line;1995.0;190.0;1
Pune;2017;9000;Petrol;0;First;15.4;7;9350.0;Honda;BR-V i-VTEC S MT;1497.0;117.3;1
Chennai;2010;92098;Diesel;1;Second;16.0;5;7974.999999999999;Volvo;S80 2006-2013 D5;2400.0;215.0;0
Pune;2005;5834;Petrol;0;First;13.2;5;880.0;Hyundai;Accent GLE;1495.0;98.6;0
Jaipur;2017;40250;Petrol;0;First;17.19;5;7590.0;Hyundai;i20 Active SX Petrol;1197.0;81.86;1
Coimbatore;2018;22397;Petrol;1;First;11.5;5;78088.99999999999;Mercedes-Benz;GLC 43 AMG Coupe;2996.0;367.0;1
Kolkata;2015;20800;Petrol;0;Second;21.1;5;2475.0;Hyundai;EON Magna Plus;814.0;55.2;0
Kochi;2018;40322;Petrol;0;First;18.9;5;6050.0;Hyundai;Grand i10 SportZ Edition;1197.0;81.86;0
Mumbai;2013;52576;Petrol;0;First;13.0;5;4784.999999999999;Honda;City 1.5 EXI S;1493.0;100.0;0
Kolkata;2010;55000;Petrol;0;First;16.47;5;2475.0;Volkswagen;Polo Petrol Trendline 1.2L;1198.0;73.9;0
Mumbai;2016;47000;Petrol;1;First;15.26;5;26950.0;Audi;A6 35 TFSI Matrix;1798.0;187.74;1
Hyderabad;2010;42021;Diesel;0;First;0.0;5;5995.0;Volkswagen;Jetta 2007-2011 1.9 L TDI;1968.0;98.6;0
Coimbatore;2017;23163;Petrol;0;First;15.29;5;13233.0;Hyundai;Creta 1.6 SX Plus Dual Tone Petrol;1591.0;121.3;0
Mumbai;2011;50000;Petrol;1;Second;11.74;5;9350.0;Mercedes-Benz;New C-Class C 200 CGI Avant ;1796.0;186.0;0
Mumbai;2014;11900;Petrol;1;First;16.82;4;31350.0;Mini_Cooper; Cooper Convertible S;1998.0;189.08;1
Pune;2006;108000;Petrol;0;Second;17.0;5;1320.0;Hyundai;Santro Xing XO eRLX Euro II;1086.0;98.6;0
Bangalore;2013;37000;Diesel;0;First;23.59;5;6325.0;Toyota;Etios VD;1364.0;67.04;0
Delhi;2014;30000;Petrol;0;Second;19.4;5;3520.0;Honda;Brio S MT;1198.0;86.8;0
Coimbatore;2018;12831;Petrol;1;First;21.4;5;10879.0;Maruti;Baleno Alpha Automatic;1197.0;83.1;0
Coimbatore;2012;143017;Diesel;1;First;20.0;5;7238.0;Skoda;Laura Ambiente 2.0 TDI CR AT;1968.0;138.1;0
Kochi;2018;13102;Petrol;0;First;21.1;5;4465.999999999999;Hyundai;EON Era Plus;814.0;55.2;0
Coimbatore;2019;24950;Diesel;0;First;20.37;5;14707.0;Renault;Captur 1.5 Diesel RXL;1461.0;108.45;0
Coimbatore;2011;57832;Diesel;1;First;16.2;5;28402.0;BMW;5 Series 2003-2012 GT 530d LE;2993.0;258.0;0
Kochi;2016;34267;Petrol;0;First;22.74;5;4114.0;Maruti;Alto 800 LXI;796.0;47.3;0
Bangalore;2015;33000;Diesel;1;Second;16.8;5;24200.0;Volvo;V40 D3;1984.0;150.0;0
Ahmedabad;2007;55100;Petrol;0;First;18.9;5;1595.0;Maruti;Wagon R LXI BSII;998.0;67.1;0
Kolkata;2008;40000;Petrol;0;First;17.7;5;2200.0;Honda;City ZX GXi;1497.0;98.6;0
Kochi;2017;31841;CNG;0;First;21.14;5;5170.0;Maruti;Eeco 5 STR With AC Plus HTR CNG;1196.0;98.6;0
Kolkata;2014;15000;Petrol;0;First;13.7;8;4125.0;Chevrolet;Enjoy 1.4 LS 8;1399.0;98.79;0
Coimbatore;2016;82756;Diesel;0;First;15.96;7;8470.0;Mahindra;Bolero ZLX;2523.0;62.1;1
Coimbatore;2012;50243;Petrol;0;First;0.0;5;3685.0;Hyundai;Santro GLS I - Euro I;1086.0;98.6;0
Hyderabad;2014;20600;Petrol;0;First;21.1;5;2860.0;Hyundai;EON D Lite;814.0;55.2;0
Coimbatore;2017;29952;Petrol;1;First;13.0;5;15147.0;Hyundai;Creta 1.6 SX Plus Petrol Automatic;1591.0;121.3;0
Mumbai;2017;15000;Petrol;0;Second;16.09;5;7810.0;Volkswagen;Vento 1.6 Comfortline;1598.0;103.5;1
